2021-01-01,"OO","3500",12892,"LAX","Los Angeles, CA","California",14570,"RNO","Reno, NV","Nevada",0.00,0.00,0.00,"",,,,,,
2021-01-01,"OO","3501",14570,"RNO","Reno, NV","Nevada",12892,"LAX","Los Angeles, CA","California",0.00,0.00,0.00,"",,,,,,
2021-01-01,"OO","3502",11003,"CID","Cedar Rapids/Iowa City, IA","Iowa",13487,"MSP","Minneapolis, MN","Minnesota",0.00,5.00,0.00,"",,,,,,
2021-01-01,"OO","3503",10713,"BOI","Boise, ID","Idaho",14747,"SEA","Seattle, WA","Washington",0.00,0.00,0.00,"",,,,,,
2021-01-01,"OO","3504",10627,"BIS","Bismarck/Mandan, ND","North Dakota",13487,"MSP","Minneapolis, MN","Minnesota",0.00,0.00,0.00,"",,,,,,
2021-01-01,"OO","3506",13891,"ONT","Ontario, CA","California",14869,"SLC","Salt Lake City, UT","Utah",0.00,0.00,0.00,"",,,,,,
2021-01-01,"OO","3506",14869,"SLC","Salt Lake City, UT","Utah",13891,"ONT","Ontario, CA","California",0.00,0.00,0.00,"",,,,,,
2021-01-01,"OO","3507",12889,"LAS","Las Vegas, NV","Nevada",12892,"LAX","Los Angeles, CA","California",0.00,0.00,0.00,"",,,,,,
2021-01-01,"OO","3508",13487,"MSP","Minneapolis, MN","Minnesota",11637,"FAR","Fargo, ND","North Dakota",0.00,0.00,0.00,"",,,,,,
